words	syl_seq	syls
microscopist	101000101000	4
swale	10000	1
butcherliness	1000010101000	4
epicycle	10110100	4
exogenously	10101100010	5
faruk	10100	2
unacerbic	101100100	4
ozonolysis	1101001100	5
misallotted	10010100100	4
self-consciously	1000010010000010	4
disgustingly	100100010010	4
boswell	1001000	2
burleycue	100100100	3
unleaved	10100000	2
sthenius	10000110	3
transfiguration	100001001101000	5
nonundulatory	1001010101010	6
clientage	100101000	3
patrick	1001000	2
neopilina	101101010	5
parenthesizing	10100100100100	5
predetect	100101000	3
verst	10000	1
etuis	11000	2
wetly	10010	2
reluctant	101001000	3
deoxidization	1010110101000	6
primavera	100101010	4
unreceptive	10101001000	4
gloriousness	100101001000	4
ornithosis	1010100100	4
lethargica	1010001010	4
irremissibleness	1010100101001000	6
overshoe	11001000	3
peripatetically	100110100110010	7
rush	1000	1
ethonone	10011000	3
saionji	1001010	3
subinflammatory	100101000101010	6
gypsophila	1001000110	4
appetizing	1010100100	4
expertize	101000100	3
prodded	1000100	2
timberland	1001001000	3
half-embraced	1000010100000	3
catabaptist	10011001000	4
elie	1010	2
melter	100010	2
maltiness	100011000	3
trappist	10001000	2
medicochirurgical	10011010010010100	7
palladiumize	100101010100	5
nonresolvable	1001010001100	5
odets	11000	2
installed	101000000	2
carburetter	10010100100	4
depictured	1010010000	3
insheathe	101000000	2
overproportionate	11001001001000100	6
periosteum	1001101010	5
potencaries	10100100100	4
debasingly	1010010010	4
peristaltically	100110001010010	6
townee	100010	2
mell	1000	1
xerophytism	10101000100	4
photosynthate	1001010010000	4
manistique	1001010000	3
fugal	10100	2
khat	1000	1
sideburns	100010000	2
millbrae	10001000	2
nonsegmentation	100100100101000	5
treasure-trove	10000100010000	3
deterministic	1010010010100	5
predecreed	1001010000	3
prepledge	100100000	2
tollgate	10001000	2
medulla	1010010	3
burger	100100	2
voluble	1001100	3
rurality	10100110	4
destruct	10100000	2
proscribed	1001000000	2
eileithyia	1010010010	4
noontide	10001000	2
altissimo	101001010	4
half-headed	10000100010	3
whitener	10001010	3
undergoing	1010010100	4
abandonee	110010010	4
hen-and-chickens	1000100010000100	4
outdistanced	100100100000	3
decomposability	101001001100110	7
magically	100110010	4
astrally	10100010	3
faille	100000	1
self-renunciation	10000101001011000	6
lebbek	100100	2
tadmor	100100	2
tetroxid	10100010	3
hegemone	10100110	4
fining	100100	2
cespitose	100101000	3
preenroll	100101000	3
unblanketed	10100010010	4
thigh	10000	1
nonaculeate	10011010100	5
heroism	1001100	3
undisestablished	1010010100100000	5
saman	10100	2
politesse	100110000	3
spirographic	100101000010	4
catalyzing	1001100100	4
subattenuated	1001010011010	6
unridged	10100000	2
lermontov	100100100	3
tradition	100101000	3
superscholarly	10100100001010	5
amenability	11010100110	6
blitzstein	1000010000	2
concentrative	1001001001000	4
cropping	10001000	2
pointetre	100000000	1
auscultation	100100101000	4
notturno	10010010	3
missuppose	1001001000	3
analysable	1011001100	5
mistune	1001000	2
stabile	1001000	2
calculatingly	1001010010010	5
microbicide	10100101000	4
showiest	10001100	3
superinfusing	1010010100100	5
nonindulgent	100101001000	4
greatly	1000010	2
decollated	1010010010	4
pilothouse	1010010000	3
rerum	10100	2
botryoidal	1001010100	4
klansman	10000100	2
spooner	1000010	2
aubrey	101000	2
fernandel	100100100	3
labara	100110	3
thimblerigged	1000100100000	3
nonfactious	10010010000	3
semiotics	101010100	4
unreality	101010110	5
asteroidean	10100101010	5
chlorpromazine	10000100011000	4
apivorous	110010100	4
chivalric	100010100	3
unfibbing	101001000	3
emendator	110010100	4
infeasible	1010010100	4
circumrotated	1001001010010	5
auriga	101010	3
enforcing	101000100	3
escapism	10100100	3
act	100	1
ghoulishly	1000010010	3
haarlem	1000100	2
micrometeorology	1010010101010110	8
wilhelmina	1001001010	4
hudibrastic	10101000100	4
regress	1010000	2
reaffirmation	1010100101000	5
immoveable	1010001100	4
emiliano	11010010	4
burnish	1001000	2
smoothies	100000100	2
heft	1000	1
begrudgingly	101000010010	4
daibutsu	10010100	3
bias	1010	2
repletely	101000010	3
unthankfulness	10100001001000	4
uterine	1100100	3
budgie	100010	2
spouse	100000	1
financially	10100100010	4
interhaemal	10100100100	4
flattest	10001000	2
crosstail	100001000	2
defectively	10100100010	4
half-sighted	100001000010	3
underguard	1010010000	3
uncompiled	1010010000	3
clothespress	100000010000	2
untinselled	10100100000	3
pterygoid	100011000	3
easeled	1010000	2
vaccinial	100100110	4
oquassa	1100010	3
severies	10010100	3
aristide	11001000	3
hematoblast	10011010000	4
hamster	1001000	2
hissingly	100010010	3
mussorgski	1001000100	3
aurae	10100	2
dystopia	10010011	4
gena	1010	2
radiobroadcast	10101100001000	5
compartmental	1001000100100	4
arialist	10110100	4
waxier	100110	3
ndonesia	11010101	5
uninquired	1010100000	3
arsy-versy	1001010001	4
overhastiness	1100100011000	5
austria-hungary	100100101001010	6
mudcat	100100	2
underregion	10100101000	4
furtively	100100010	3
buraida	1010010	3
atabalipa	101101010	5
coessentiality	10101001010110	7
fatalism	10100100	3
repress	1010000	2
encephalogram	1010001101000	5
outguess	10010000	2
teton	10100	2
unmistrusting	1010010000100	4
poetic	101010	3
taw	100	1
ungodliness	10100101000	4
frizzler	10001000	2
interrogated	101001010010	5
monovalence	10011010000	4
detour	101000	2
carbonator	1001001100	4
icecap	100100	2
nonmaterialistically	10010101010101010010	9
soldier	1001000	2
birdliming	1000100100	3
helpable	10001100	3
wampuses	10010010	3
campylite	100101000	3
appetency	101010010	4
unalternating	1010100100100	5
panamic	1001010	3
palaeotropical	10100110001100	6
montes	100100	2
giddiest	10010100	3
casaubon	10100100	3
ma	11	2
isomerize	110010100	4
presuggestion	1001001001000	4
superheartily	1010010000110	5
glykopectic	10010100100	4
nontarnishing	1001001000100	4
overhandle	1100100100	4
hypothallus	10101000100	4
epifocal	10110100	4
rijeka	101010	3
noncharacterized	1001000101001000	5
flagellantism	1000101000100	4
carbonylation	1001001011000	5
spinnable	100010100	3
tegucigalpa	10101010010	5
abderhalden	10100100100	4
dithionite	1010011000	4
anthropometric	10100010100100	5
leakier	1000110	3
twenty-fourmo	1000100100010	4
unhedge	1010000	2
bells	10000	1
malinger	10100100	3
riflebird	101001000	3
argy-bargying	1010010010100	5
noncontentious	10010010010000	4
defeatism	101000100	3
famish	100100	2
seral	10010	2
sloan	10000	1
transborder	10000100100	3
waffle	100100	2
prealphabet	10010100100	4
overstuffed	11001000000	3
statistics	1001001000	3
extracurricular	101001001001100	6
hyponastic	1010100100	4
noncorroborative	1001001001101000	6
dmus	1000	1
unexcelled	1010100000	3
glossiest	100001100	3
proabolition	100110101000	5
lordship	10001000	2
backveld	10001000	2
unowing	1010100	3
ungentlemanlike	101001001001000	5
after	10100	2
refinedness	10100101000	4
dysphagia	100100101	4
bunchiness	1000011000	3
bakewell	10001000	2
sleekiest	100001100	3
cholesterin	10010010010	4
hematinic	100110010	4
clough	100000	1
peccant	1001000	2
thrupenny	100010010	3
gonidic	1010010	3
psalm	10000	1
individuate	10101001100	5
undamped	10100000	2
snappishly	1000100010	3
nilpotent	100101000	3
ballots	1001000	2
metamorphic	10011001000	4
self-sequestered	1000010100010000	4
glyceric	10010010	3
social-mindedness	10100001000101000	5
proteid	1001000	2
noncounteractive	1001000100101000	5
underbrush	1010010000	3
stereogram	1001011000	4
glitzy	100010	2
daphnaea	10001001	3
pigg	1000	1
vinylacetylene	10100110011000	6
theelin	1000100	2
phocylides	1001001100	4
nondecisive	10010101000	4
well-desired	100001010000	3
road-hoggism	100001001000	3
eurodollar	1010100100	4
meliorating	10010100100	4
well-employed	1000010100000	3
overspecializing	1100100100010100	6
causativeness	1000110001000	4
systematizing	1001001100100	5
priam	10010	2
blameworthiness	100001001001000	4
fiendish	10000100	2
unjointured	10100010000	3
electricalness	11001001001000	5
whippers-in	10001000010	3
slicingly	100010010	3
readjudicate	101010101000	5
anglophone	1010010000	3
bristle	1000100	2
salutationless	10011010001000	5
self-exalted	100001010010	4
marihuana	101010010	4
nondedicatory	1001001101010	6
formosa	1001010	3
intension	101001000	3
down-payment	100001001000	3
unweathered	10100001000	3
uratic	110010	3
imbruement	1010001000	3
perkiest	10001100	3
ahvaz	10100	2
bryophyte	100110000	3
noneloquence	100101100000	4
unknit	101000	2
acquiesce	101001000	3
grundy	100010	2
eggs	1000	1
modigliani	1010100010	4
subpubescent	100101001000	4
demobilising	101010100100	5
sthmus	100100	2
hooper	100010	2
anorexia	10110011	5
preformulated	1001001010010	5
dimwit	100100	2
athletically	100100110010	5
carposporic	10010100010	4
frivolled	100010000	2
half-harvested	10000100100010	4
tyrannicalness	10100101001000	5
darwinistic	10010010100	4
precordial	1001001000	3
multilaminated	10010100110010	6
unpardoning	10100100100	4
unchemical	1010001100	4
vociferation	101001011000	5
obsecration	10101001000	4
andrew	101000	2
nonpolarizable	10010100101100	6
shriving	10000100	2
unitarianism	110100110100	6
baconian	10101010	4
lexicography	100110010100	5
cobblers	10010000	2
jaspers	1001000	2
overdebilitated	110010100110010	7
incarnalize	10100100100	4
quasi-enthusiastic	100100101001010100	7
ungliding	101000100	3
pro-muslim	1000100100	3
shipmaster	1000100100	3
affectivity	10100100110	5
reversibility	1010001100110	6
unknelled	101000000	2
eructate	11001000	3
radiothermy	10101100010	5
carnivoral	1001001100	4
predisgrace	10010010000	3
denton	100100	2
intermammillary	101001001001001	6
sunbury-on-thames	10010010100100000	5
eschenbach	1000101000	3
oneirocriticism	110010100011000	6
potters	1001000	2
salebrous	100110000	3
narrow-gauge	100100010000	3
harns	10000	1
unantagonised	1010100110000	5
iridosmine	1011001000	4
rec	100	1
peaky	10001	2
unhistoric	1010010010	4
pollinization	1001010101000	5
acrolithic	1010100010	4
unrepealable	101010001100	5
supermystery	101001001010	5
latitude	10011000	3
goodliness	1000101000	3
semidiaphanous	10011010011000	6
conchological	1001001001100	5
vasa	1010	2
incipiently	10100110010	5
realiser	10101010	4
revered	1010000	2
unruffled	101001000	3
filecard	10001000	2
hyp	100	1
subheading	1001000100	3
unentwined	1010100000	3
anaspid	1010100	3
salicet	1010100	3
spotswood	100001000	2
preindispose	100101001000	4
savourous	101000100	3
walloper	10010010	3
outbrazen	100100100	3
nightmarishly	1000010010010	4
nonfilamentous	10010011001000	5
hyperspace	1010010000	3
unbound	1010000	2
daleth	101000	2
cymaise	1010000	2
semantics	101001000	3
tonsil	100100	2
diffraction	10010001000	3
provable	10001100	3
vodka	10010	2
match	10000	1
inflexionally	1010001001010	5
nonerotic	100110010	4
interionic	1010011010	5
leucomaine	1001010000	3
phenmetrazine	1000100101000	4
single-tongue	1001000100000	3
monongahela	10100101010	5
pseudocerci	10001010010	4
broadmindedly	1000010001010	4
overenvious	11001010100	5
meadowlark	1000101000	3
gladsomeness	100010001000	3
dimmest	1001000	2
pimento	1010010	3
whimperingly	100010010010	4
baruch	100100	2
egypticity	1100100110	5
exorciser	101010010	4
ill-advised	10001010000	3
demi-hunter	10010100010	4
thirstier	100000110	3
noncontemplative	1001001001001000	5
sopor	10100	2
assess	101000	2
repellingly	10100100010	4
feigner	1000010	2
node	1000	1
self-pitiful	100001001100	4
balloon-berries	100100001001000	4
volcanize	100100100	3
bagh	1000	1
autopilot	101010100	4
borealis	10101010	4
spartacism	1000101000	3
chartable	100001100	3
overimitating	1100101100100	6
admeasured	1010001000	3
umberto	1010010	3
millicent	100101000	3
efface	101000	2
steppes	1000000	1
trailboard	1000010000	2
unheroic	10101010	4
thirty-eight	100010010000	3
fungivorous	10010010100	4
nonobstructive	10010100001000	4
swobbing	10001000	2
demetrius	101010010	4
grebe	10000	1
nonextracted	100101000010	4
sauk	1000	1
avignon	1101000	3
semicatalyst	100110011000	5
soberer	1010010	3
prologist	100100100	3
redpoll	1001000	2
nonideological	10011011001100	7
epis	1000	1
storey	100100	2
tarsal	100100	2
nonmalarious	100101001100	5
sage	1000	1
unrequited	1010100010	4
groundably	1000001100	3
unquixotic	1010001010	4
uropodal	11001100	4
polonium	10101010	4
difluence	100101000	3
cowhiding	100100100	3
grager	100100	2
hahnemann	100101000	3
flunkyism	100010100	3
bulkheaded	1000100010	3
piscatology	10010100110	5
potiches	10100010	3
perovo	101010	3
sprint	100000	1
oversparing	11001000100	4
enured	101000	2
haemangioma	10010010110	5
arctogaeal	1001010010	4
preadvisable	100101001100	5
saluted	1010010	3
maiolica	10100110	4
bamboozler	1001001000	3
preracing	100100100	3
dividual	10100110	4
misliking	100100100	3
semiformal	1001100100	4
chlorophenol	100010100100	4
grovelling	1000101000	3
overcheap	110010000	3
inspiredly	1010001010	4
aerophoto	100110010	4
croquis	1001000	2
pellicle	10010100	3
orthostat	101001000	3
crackbrained	100001000000	2
noncomplaisant	10010010001000	4
overbuilt	110010000	3
self-deflated	1000010100010	4
maestoso	10101010	4
divorc	101001	3
fideicommissaries	10101100100100100	7
harmattan	100100100	3
weathertightness	1000010100001000	4
callithumpian	1001010000110	5
brotherless	10000101000	3
electroluminescence	1100100101010010000	7
flatter	1000100	2
inflammatory	101000101010	5
symphyseal	1001000110	4
terebene	10011000	3
collaret	10010010	3
frostbitten	10000100100	3
denasalized	10101001000	4
habanero	10101010	4
beekeeper	100100010	3
indestructibleness	101010000011001000	6
oversubtle	1100100100	4
phlebotomically	100001100110010	6
calculated	1001010010	4
centralizer	10010001010	4
elephants	101100000	3
woo	100	1
magyarorszg	10100010100	4
cherishable	10001001100	4
balkanism	100100100	3
patronising	10100010100	4
uncontestant	101001000100	4
giardia	1010101	4
essaouira	101010010	4
hypohidrosis	101010100100	5
reast	10000	1
preanticipating	100101001100100	6
unglobular	1010001100	4
mede	1000	1
fatidically	10100110010	5
subinfeudating	10010100100100	5
cournand	10001000	2
monsignor	100100100	3
sarcological	100101001100	5
taramasalata	101010101010	6
isagogics	110100100	4
anaesthetic	10100100010	4
bespread	10100000	2
tew	100	1
neut	1000	1
glenn	10000	1
spraylike	100001000	2
meetly	100010	2
outgain	1001000	2
inapplicableness	1010100101001000	6
recompensated	1010010010010	5
tap-dancer	1000100010	3
extramarital	101001001100	5
expunger	10100010	3
undowned	10100000	2
imageable	101001100	4
exquisite	101000100	3
ellington	101000100	3
thalamia	10010101	4
ineloquent	1010110000	4
vaward	101000	2
antirationality	101010100010110	7
palea	10101	3
athelstan	100101000	3
belgaum	1001000	2
preworshipped	1001001000000	3
satinlike	100101000	3
victual	1000100	2
untrundled	1010001000	3
seeable	1001100	3
self-effacingly	100001010010010	5
isodomic	11010010	4
sophister	100010010	3
harsh	10000	1
overshoot	110010000	3
judiciously	10101000010	4
toylike	1001000	2
articulatory	101001101010	6
limnoria	10010101	4
turkoman	10001100	3
vapors	101000	2
allopath	10101000	3
sogdian	1001010	3
danita	101010	3
hammerhead	1001001000	3
lathier	1000110	3
telepathist	10100110000	4
servileness	10010001000	3
beweep	101000	2
noncaustically	10010001010010	5
switchlike	1000001000	2
humoral	1010010	3
septentrional	1001001001100	5
decarbonised	101001001000	4
knobbiest	100010100	3
middle	100100	2
epistrophe	1100100100	4
fireplug	10001000	2
sedgiest	10001100	3
labeled	1010000	2
chiauses	10000010	2
unministerial	1010010101010	6
galenical	101001100	4
deliciousness	1010100001000	4
desirability	101001100110	6
sinistrally	10010100010	4
competitory	10010011010	5
kenilworth	1001010000	3
superaffiliation	1010010100111000	7
ratatat-tat	10011000100	4
unsnuffed	101000000	2
existentially	1010100100010	5
sai	100	2
samaria	1010011	4
skeat	10000	1
amblingly	101000010	3
unseparate	1010010100	4
receivable	1010001100	4
tormentor	100100100	3
giauque	1010000	2
arcane	101000	2
braided	1000010	2
a-plenty	10100010	3
lowbrowism	1001000100	3
skrymir	1000100	2
abetment	11001000	3
pileum	101010	3
scarf	10000	1
pail	1000	1
unpresumable	101001001100	5
ill-suited	1000100010	3
exec	1000	1
neanderthal	10101001000	4
subcurator	1001010100	4
chatterton	1000100100	3
ginglymoid	1001001000	3
therapsid	100100100	3
antimonopolism	10101010011000	6
carbonado	100101010	4
electrotropism	11001001001000	5
watercolor	1010010010	4
swager	100010	2
pottier	1001010	3
bailly	100010	2
specialization	10010001101000	5
precept	1001000	2
nonsacrificing	10010010100100	5
gastrular	100100100	3
coiner	100010	2
perchromate	10010001000	3
superfoliaceous	101001010110000	6
impassibility	1010010100110	6
nose	1000	1
anglophil	101001000	3
awed	1000	1
pondicherry	10010100010	4
disseminule	10010011000	4
maralina	10101010	4
preexamined	10010101000	4
cellar	100100	2
marquis	1001000	2
recoloration	101001011000	5
vintage	1001000	2
nonsentience	100100100000	3
landlordship	100010001000	3
redtapism	100100100	3
undersaturated	10100100110010	6
acrylonitrile	1010101010000	5
viridescent	10011001000	4
seventy-two	10010100100	4
assoil	101000	2
nonsupplementary	1001001001001010	6
nondesigned	10010100000	3
forgather	100100010	3
pantagruelically	1001010010110010	7
branles	1000100	2
hued	1000	1
chloroplatinic	10001010010010	5
circular	10010100	3
county	100010	2
versionlibristes	1001000101000000	4
obeah	11010	3
czaristic	100010100	3
vintaged	10010000	2
auroral	1010100	3
ironbound	110010000	3
flaubert	10001000	2
unforceful	1010000100	3
nonceremonious	10010011010100	6
sparker	1000010	2
gnotobiotics	100101010100	5
diplont	1001000	2
delaminated	10100110010	5
beeves	100000	1
sugar-candy	10010010010	4
aa	11	2
jointress	100001000	2
disapprover	10010100010	4
raffee	100100	2
androsphinxes	1010010000010	4
cribbiting	1000100000	2
liebknecht	1000100000	2
